,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_name,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets
1771,sxb_N593_edge107234,[FrH0][C][=C][C][Branch][C][Branch][FrH0][pop][:=1methyl_amine][Ring1][Ring1][=Branch][pop][pop][:0methyl][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][sxb],[FrH0][C][=C][C][Branch][C][Branch][FrH0][pop][:=1methyl_amine][Ring1][Ring1][=Branch][pop][pop][:0methyl],CCC1C=C([Fr])NC=C1[Fr],"[-13.883792, 0.9982306]",sxb_N593_CCC1C=C([Fr])NC=C1[Fr],[FrH0][:3imidazole][:0sulfonic_acid][:0sulfonic_acid][:0benzene][:0benzene][:1benzenediol][:1benzenediol][FrH0][:1benzenediol][:1imidazole][=P][=P][=C][=P][=S][=P][S][S][S][#N][#C][:1pyrimidine][=N][:0benzenediol][:4benzenealcohol][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:4benzenealcohol][=C][FrH0][:1benzenediol][:1pyrimidine][:1pyrimidine][:=1methyl_amine][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][sxb],[FrH0][:3imidazole][:0sulfonic_acid][:0sulfonic_acid][:0benzene][:0benzene][:1benzenediol][:1benzenediol][FrH0][:1benzenediol][:1imidazole][=P][=P][=C][=P][=S][=P][S][S][S][#N][#C][:1pyrimidine][=N][:0benzenediol][:4benzenealcohol][:2imidazole][:2imidazole][:2imidazole][:2imidazole][:4benzenealcohol][=C][FrH0][:1benzenediol][:1pyrimidine][:1pyrimidine][:=1methyl_amine],N#SSSP=S=[PH]=C=[PH]=Pc1ccc(O)c(-c2ncncc2-c2c(O)cccc2Oc2[nH]cnc2-c2[nH]cnc2-c2cc(-c3ncncc3CN)c([Fr])cc2O)c1Oc1ccc(O)cc1Oc1ccccc1S(=O)Oc1nc([Fr])c[nH]1,"[86.916472285, 16.42673013013656]"
1244,utp_N310_edge26390,[O][S][C][Branch][C][Branch][S][FrH0][pop][Branch][O][pop][O][pop][Branch][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][O][pop][O][pop][O][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][utp],[O][S][C][Branch][C][Branch][S][FrH0][pop][Branch][O][pop][O][pop][Branch][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][O][pop][O][pop][O],OSC(O)(C(O)C(O)(O)[Fr])C(O)(O)S[Fr],"[-8.233522, 0.80726045]",utp_N310_OSC(O)(C(O)C(O)(O)[Fr])C(O)(O)S[Fr],[:0propyl][C][:0benzenediol][Ring2][:0pyrimidine][Ring1][FrH0][pop][pop][Cl][:0pyrimidine][Cl][:0benzenediol][:0benzenediol][:0propyl][:0pyrimidine][:0propyl][:0benzenediol][:0pyrimidine][pop][pop][:0benzenediol][FrH0][pop][pop][pop][:0pyrimidine][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][utp],[:0propyl][C][:0benzenediol][Ring2][:0pyrimidine][Ring1][FrH0][pop][pop][Cl][:0pyrimidine][Cl][:0benzenediol][:0benzenediol][:0propyl][:0pyrimidine][:0propyl][:0benzenediol][:0pyrimidine][pop][pop][:0benzenediol][FrH0][pop][pop][pop][:0pyrimidine],CCCOc1c(-c2ccnc(-c3cc(O)c(CCC)c(O)c3-c3nccc([Fr])n3)n2)c(O)cc([Fr])c1-c1c(O)cccc1O,"[80.8505020376, 19.82283975073375]"
785,nbo-a_N621_edge33247,[FrH0][C][C][Branch][C][Branch][O][C][Branch][C][FrH0][pop][S][pop][:0methyl][pop][:0methyl][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][nbo-a],[FrH0][C][C][Branch][C][Branch][O][C][Branch][C][FrH0][pop][S][pop][:0methyl][pop][:0methyl],CCC(C[Fr])C(CC)OC(S)C[Fr],"[-13.961395, 1.2580453]",nbo-a_N621_CCC(C[Fr])C(CC)OC(S)C[Fr],[:0methyl][C][:1benzenediol][#Branch][:3pyrimidine][=S][S][:0pyrimidine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][C][pop][pop][pop][Ring2][:1pyrimidine][:0benzenediol][:0benzenediol][:=0amide][:1pyrimidine][:0carboxylic_acid][:3pyrimidine][:1pyrimidine][:0pyridine][:1methyl_amine][FrH0][pop][pop][pop][pop][pop][pop][:2benzenediol][.][Fr][C][C][Ag][Ring1][Ring1][Branch1][Branch2][C][Branch1][C][Fr][C][Ring1][Ring2][C][C][Ring1][=Branch1][Fr][&&][nbo-a],[:0methyl][C][:1benzenediol][#Branch][:3pyrimidine][=S][S][:0pyrimidine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][C][pop][pop][pop][Ring2][:1pyrimidine][:0benzenediol][:0benzenediol][:=0amide][:1pyrimidine][:0carboxylic_acid][:3pyrimidine][:1pyrimidine][:0pyridine][:1methyl_amine][FrH0][pop][pop][pop][pop][pop][pop][:2benzenediol],CCOc1cccc(O)c1-c1nc(Sc2nccc([Fr])n2)nc(-c2c(O)cccc2Oc2c(O)cccc2O)c1-c1ncncc1-c1c(O)cccc1Oc1ncncc1-c1ccnc(-c2ncccc2[Fr])n1,"[86.3340378057, 42.75973539142158]"
661,pcu_N214_edge170273,[P][C][=C][C][Branch][C][=C][C][Branch][O][C][Branch][C][Branch][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][=Branch][pop][=C][=C][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],[P][C][=C][C][Branch][C][=C][C][Branch][O][C][Branch][C][Branch][FrH0][pop][P][pop][Branch][P][pop][P][pop][Ring1][=Branch][pop][=C][=C][FrH0],PC1=CC(=C=C[Fr])C=CC1OC(P)(P)C(P)[Fr],"[-11.061325, 1.0268694]",pcu_N214_PC1=CC(=C=C[Fr])C=CC1OC(P)(P)C(P)[Fr],[:0propyl][C][:4benzenediol][Ring1][:5benzenediol][#Branch][:1imidazole][Branch][:0benzenediol][pop][Ring2][FrH0][pop][S][S][S][:2imidazole][Ring1][:0propyl][pop][pop][Ring1][:1methyl_amine][:2benzenediol][:0propyl][:0benzenediol][:3pyrimidine][=P][:2pyridine][:0benzenediol][FrH0][pop][:2pyrimidine][:0benzenediol][pop][pop][pop][pop][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],[:0propyl][C][:4benzenediol][Ring1][:5benzenediol][#Branch][:1imidazole][Branch][:0benzenediol][pop][Ring2][FrH0][pop][S][S][S][:2imidazole][Ring1][:0propyl][pop][pop][Ring1][:1methyl_amine][:2benzenediol][:0propyl][:0benzenediol][:3pyrimidine][=P][:2pyridine][:0benzenediol][FrH0][pop][:2pyrimidine][:0benzenediol][pop][pop][pop][pop][pop],CCCc1ccc(O)cc1OOc1c(-n2c(-c3c(O)cccc3O)nc(SSc3[nH]cnc3CCC)c2[Fr])ccc(O)c1-c1c(O)cc(O)cc1-c1c(O)cccc1OPc1ccnc(-c2c(O)cccc2O)c1[Fr],"[82.8062270845, 21.902960384754838]"
266,unc_N161_edge115862,[S][C][=C][Branch][C][=C][Branch][C][Branch][C][O][FrH0][pop][S][pop][Ring1][Ring2][pop][FrH0][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][unc],[S][C][=C][Branch][C][=C][Branch][C][Branch][C][O][FrH0][pop][S][pop][Ring1][Ring2][pop][FrH0],SC1=C([Fr])C=C1C(S)CO[Fr],"[-5.089154, 0.44326138]",unc_N161_SC1=C([Fr])C=C1C(S)CO[Fr],[S][=S][S][:3pyrimidine][:3pyrimidine][Ring2][:=1methyl_amine][Cl][FrH0][:=1methyl_amine][:=1methyl_amine][FrH0][=S][:0benzenealcohol][:1imidazole][:0propyl][:0benzenealcohol][:0benzenediol][:0benzenealcohol][:0benzenealcohol][:0propyl][FrH0][=Ring1][FrH0][:0pyridine][:0propyl][=S][=S][:1pyrimidine][:1pyrimidine][:1pyrimidine][:2pyridine][:2pyridine][:2pyridine][:2pyridine][:2pyridine][:0pyridine][:1methyl_amine][:1methyl_amine][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][unc],[S][=S][S][:3pyrimidine][:3pyrimidine][Ring2][:=1methyl_amine][Cl][FrH0][:=1methyl_amine][:=1methyl_amine][FrH0][=S][:0benzenealcohol][:1imidazole][:0propyl][:0benzenealcohol][:0benzenediol][:0benzenealcohol][:0benzenealcohol][:0propyl][FrH0][=Ring1][FrH0][:0pyridine][:0propyl][=S][=S][:1pyrimidine][:1pyrimidine][:1pyrimidine][:2pyridine][:2pyridine][:2pyridine][:2pyridine][:2pyridine][:0pyridine][:1methyl_amine][:1methyl_amine],CCCc1c([Fr])c(CCC)c(-c2ncncc2-c2ncncc2-c2ccncc2-c2ccncc2-c2ncccc2CN)c(O)c1-c1cccc(O)c1-c1cncn1-c1c(CN[Fr])nc2nc1[SH]2[SH]=S,"[76.2489314769, 18.015497969755522]"
1512,unc_N507_edge72968,[O][O][C][=C][Branch][C][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][O][O][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][unc],[O][O][C][=C][Branch][C][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][O][O][pop][FrH0],OOC1=C([Fr])CN(OO)C(OO)C1[Fr],"[-6.6171803, 0.5376472]",unc_N507_OOC1=C([Fr])CN(OO)C(OO)C1[Fr],[:0benzenediol][#Branch][:0benzenediol][:0propyl][FrH0][pop][Ring1][O][:0benzenediol][Branch][:0benzenediol][:0benzenealcohol][Ring1][:0benzenediol][pop][pop][:1imidazole][pop][Ring1][:2pyridine][Ring1][:0pyrimidine][Ring1][:0pyrimidine][pop][pop][#Branch][pop][:0propyl][C][FrH0][pop][:2pyrimidine][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][unc],[:0benzenediol][#Branch][:0benzenediol][:0propyl][FrH0][pop][Ring1][O][:0benzenediol][Branch][:0benzenediol][:0benzenealcohol][Ring1][:0benzenediol][pop][pop][:1imidazole][pop][Ring1][:2pyridine][Ring1][:0pyrimidine][Ring1][:0pyrimidine][pop][pop][#Branch][pop][:0propyl][C][FrH0][pop][:2pyrimidine],Oc1cccc(Oc2c(O)ccc(Oc3c(O)cc(-c4c(O)cccc4O)cc3Oc3cc(C[Fr])ncc3-c3nccc(-c4ncccn4)n3)c2O[Fr])c1,"[76.5579157334, 18.748880450651697]"
1227,cag_N585_edge14458,[P][C][=C][Branch][C][=Branch][=N][Ring1][Ring2][pop][FrH0][pop][C][:1alkyne][Ring1][FrH0][pop][.][Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][cag],[P][C][=C][Branch][C][=Branch][=N][Ring1][Ring2][pop][FrH0][pop][C][:1alkyne][Ring1][FrH0][pop],PC1=C(CC#C[Fr])C([Fr])=N1,"[-5.0489755, 0.22306015]",cag_N585_PC1=C(CC#C[Fr])C([Fr])=N1,[:0propyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][:2imidazole][Ring1][:4benzenealcohol][Ring1][S][Br][pop][Ring1][S][:0pyridine][Ring1][N][S][S][pop][pop][pop][pop][Ring1][:0benzenediol][Ring1][:1pyrimidine][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop][pop][pop][.][Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][cag],[:0propyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][:2imidazole][Ring1][:4benzenealcohol][Ring1][S][Br][pop][Ring1][S][:0pyridine][Ring1][N][S][S][pop][pop][pop][pop][Ring1][:0benzenediol][Ring1][:1pyrimidine][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop][pop][pop],CCCc1c(O)cccc1Oc1c(O)cccc1Oc1c(O)ccc(-c2c(O)cccc2Oc2ncnc([Fr])c2-c2c(O)cccc2O)c1Oc1[nH]cnc1-c1cccc(Sc2ncccc2NSS)c1OSBr,"[74.6938587271, 18.01654760755087]"
224,sxb_N336_edge189914,[FrH0][C][=C][C][C][=C][Branch][C][Branch][C][=C][FrH0][pop][=C][Ring1][#Branch][pop][:0methyl][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][sxb],[FrH0][C][=C][C][C][=C][Branch][C][Branch][C][=C][FrH0][pop][=C][Ring1][#Branch][pop][:0methyl],CCC1=C(CC=C[Fr])C=C1C=C[Fr],"[-14.312545, 1.2824014]",sxb_N336_CCC1=C(CC=C[Fr])C=C1C=C[Fr],[:0benzenediol][:0methyl][FrH0][pop][:1imidazole][:1imidazole][pop][Ring1][FrH0][pop][Ring1][:1imidazole][pop][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][sxb],[:0benzenediol][:0methyl][FrH0][pop][:1imidazole][:1imidazole][pop][Ring1][FrH0][pop][Ring1][:1imidazole][pop],Oc1cc(-n2ccnc2)c([Fr])c(On2ccnc2)c1[Fr],"[83.7922569195, 21.260755661154064]"
1768,cag_N627_edge191510,[FrH0][C][=Branch][=C][C][=Branch][=C][Branch][C][=C][C][=C][C][=Branch][=C][pop][FrH0][pop][Ring1][->][#Branch][pop][:0propyl][pop][Ring1][->][Branch][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][cag],[FrH0][C][=Branch][=C][C][=Branch][=C][Branch][C][=C][C][=C][C][=Branch][=C][pop][FrH0][pop][Ring1][->][#Branch][pop][:0propyl][pop][Ring1][->][Branch],CCCc1cc([Fr])c2cccc([Fr])cc1-2,"[-11.163062, 1.1469076]",cag_N627_CCCc1cc([Fr])c2cccc([Fr])cc1-2,[:0propyl][C][:0benzenediol][Branch][:0benzenediol][Ring2][:0benzenediol][Ring2][:0pyrimidine][Ring1][C][=C][C][Branch][FrH0][pop][=C][Ring1][#C][pop][pop][pop][Ring1][FrH0][pop][pop][pop][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][cag],[:0propyl][C][:0benzenediol][Branch][:0benzenediol][Ring2][:0benzenediol][Ring2][:0pyrimidine][Ring1][C][=C][C][Branch][FrH0][pop][=C][Ring1][#C][pop][pop][pop][Ring1][FrH0][pop][pop][pop],CCCc1c(O)cc(-c2c(O)cc([Fr])c(-c3c(O)cc4c(c3O)-c3nccc(n3)C=CC([Fr])=C4)c2O)cc1O,"[80.5545058454, 17.185503760429366]"
238,lcy_N489_edge19910,[F][C][Branch][C][Branch][C][Branch][C][Branch][N][Branch][C][FrH0][pop][F][pop][Branch][F][pop][F][pop][F][pop][F][pop][FrH0][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[F][C][Branch][C][Branch][C][Branch][C][Branch][N][Branch][C][FrH0][pop][F][pop][Branch][F][pop][F][pop][F][pop][F][pop][FrH0],FC([Fr])C(F)C(F)C(F)(F)N(F)C[Fr],"[-11.048955, 0.9234511]",lcy_N489_FC([Fr])C(F)C(F)C(F)(F)N(F)C[Fr],[P][:1alkyne][:5benzenealcohol][:1carboxylic_acid][:5benzenediol][:0benzenediol][:1methyl_amine][:1benzenealcohol][pop][=Branch][FrH0][pop][:3pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:3pyrimidine][:1pyrimidine][:0propyl][:1methyl_amine][:2benzenediol][:2pyridine][:2pyridine][FrH0][:2pyridine][:1carboxylic_acid][:1amide][:2pyridine][:1amide][:4benzenealcohol][:2pyridine][:0phosphoric_acid][Ring2][:3imidazole][:2pyridine][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],[P][:1alkyne][:5benzenealcohol][:1carboxylic_acid][:5benzenediol][:0benzenediol][:1methyl_amine][:1benzenealcohol][pop][=Branch][FrH0][pop][:3pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0benzenediol][:3pyrimidine][:0benzenediol][:0benzenediol][:3pyrimidine][:1pyrimidine][:0propyl][:1methyl_amine][:2benzenediol][:2pyridine][:2pyridine][FrH0][:2pyridine][:1carboxylic_acid][:1amide][:2pyridine][:1amide][:4benzenealcohol][:2pyridine][:0phosphoric_acid][Ring2][:3imidazole][:2pyridine],O=C(C#CP)Oc1c(O[Fr])ccc(-c2cc(-c3c(O)cccc3Oc3ccnc(-c4c(O)cccc4Oc4ncncc4CNc4ccnc(C(=O)Oc5ccncc5-c5ccccc5OOP(=O)(O)Oc5c[nH]cn5)c4[Fr])n3)ncn2)c1Oc1cccc(O)c1,"[78.1811215019, 11.642948948926662]"
1270,rob_N379_edge129114,[:0methyl_amine][Ring1][C][Branch][:3pyridine][Branch][FrH0][pop][Ring1][:1methyl_amine][pop][pop][=C][FrH0][pop][.][O][Tb][Branch2][Branch1][Branch1][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][C][O][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][O][&&][rob],[:0methyl_amine][Ring1][C][Branch][:3pyridine][Branch][FrH0][pop][Ring1][:1methyl_amine][pop][pop][=C][FrH0][pop],NCC(=C[Fr])c1cncc([Fr])c1CN,"[-18.303911, 1.9585416]",rob_N379_NCC(=C[Fr])c1cncc([Fr])c1CN,[:0propyl][C][:2imidazole][Branch][S][Branch][FrH0][pop][Branch][N][=C][FrH0][=S][:0propyl][pop][pop][:0propyl][:0propyl][:2pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2pyridine][:0pyrimidine][S][Br][Br][:4benzenediol][:4benzenediol][:1imidazole][:1imidazole][=S][:0benzenealcohol][:1imidazole][:0propyl][=P][:2pyrimidine][.][O][Tb][Branch2][Branch1][Branch1][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][C][O][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][O][&&][rob],[:0propyl][C][:2imidazole][Branch][S][Branch][FrH0][pop][Branch][N][=C][FrH0][=S][:0propyl][pop][pop][:0propyl][:0propyl][:2pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2pyridine][:0pyrimidine][S][Br][Br][:4benzenediol][:4benzenediol][:1imidazole][:1imidazole][=S][:0benzenealcohol][:1imidazole][:0propyl][=P][:2pyrimidine],CCC[SH]=[SH]([Fr])(N=C[Fr])n1cncc1CCC,"[83.8779274554, 17.90895156947902]"
1173,srs_N611_edge52196,[FrH0][N][C][Branch][N][Branch][O][C][pop][N][C][Branch][FrH0][pop][N][Ring1][N][pop][O][C][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[FrH0][N][C][Branch][N][Branch][O][C][pop][N][C][Branch][FrH0][pop][N][Ring1][N][pop][O][C],COC1N([Fr])NC([Fr])NN1OC,"[-3.4857228, 0.2931483]",srs_N611_COC1N([Fr])NC([Fr])NN1OC,[:0methyl][C][:3imidazole][Ring1][FrH0][pop][Ring1][:3pyrimidine][Ring1][Cl][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][:0propyl][FrH0][pop][:0benzenediol][:0benzenediol][#Branch][:2pyrimidine][Branch][Cl][pop][pop][Ring2][:0pyrimidine][pop][:0pyrimidine][pop][:0benzenediol][pop][pop][pop][:2pyrimidine][Cl][pop][S][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[:0methyl][C][:3imidazole][Ring1][FrH0][pop][Ring1][:3pyrimidine][Ring1][Cl][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][:0propyl][FrH0][pop][:0benzenediol][:0benzenediol][#Branch][:2pyrimidine][Branch][Cl][pop][pop][Ring2][:0pyrimidine][pop][:0pyrimidine][pop][:0benzenediol][pop][pop][pop][:2pyrimidine][Cl][pop][S],CCc1cn(-c2cc(-c3c(O)ccc(Cl)c3Oc3c(O)ccc(-c4c(Oc5ncccn5)cccc4Oc4cncnc4Cl)c3O[Fr])nc(Cl)n2)c([Fr])n1,"[68.5356127529, 12.823279219208816]"
